person_name,user_name,email,personal_number,birth_date,address,phone,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id
Teohari Stoica,teoharistoica,teoharistoica@141.ro,8300914513965,1988-07-13,"Drumul Ivan Voinea Nr. 16, Sandominic, 106759",0751 932 594,e0:ad:be:da:b2:e5,64.156.8.74,RO88UZRY2436559333306086,2025-05-12 12:42:26,31902,47,347,1574814,498e9a3c-080f-4d62-b83d-7f3fd8f5b484
Axenia Stoica,axeniastoica,axeniastoica@141.ro,4430225040211,1977-12-09,"Aleea Eftimie, Tulcea, 528790",0254 470 378,ff:dc:40:6d:96:ff,33.205.145.178,RO94JFDB1545939707929437,2025-05-12 12:42:26,24021,566,635,533757,ffed4c18-2b17-4eac-a92c-6f2cade6d2d3
Ioanina Barbu,ioaninabarbu,ioaninabarbu@zzup.ro,8360301325223,1955-11-28,"Strada Ioniță Nr. 250, Sadova, 593021",0232 375 990,49:73:ed:13:3d:6d,85.26.210.48,RO47IHFP0409211320896763,2025-05-12 12:42:26,31267,713,565,316998,e7cd47da-c27d-4d97-93fe-9808763bbfa6
Bartolomeu Pop,bartolomeupop,bartolomeupop@zzup.ro,6360722440801,1992-08-30,"Drumul Nistor, Seini, 308383",0754 325 074,90:cc:ff:0b:25:ea,163.107.208.54,RO86MAPX1897464427199065,2025-05-12 12:42:26,27946,225,508,745914,869644fc-e43a-4ca9-bbb6-7aaf583cce00
Mariana Dumitrescu,marianadumitrescu,marianadumitrescu@kappa.ro,3690817424829,1967-05-05,"Strada Mocanu, Cobadin, 829429",0760 178 461,71:c2:2a:a8:5e:57,183.115.153.211,RO91AWBG3527108897109444,2025-05-12 12:42:26,24755,807,669,1135174,7a98635c-f423-4296-9d20-c33d82064021
Teodora Pop,teodorapop,teodorapop@email.ro,4700919363497,1923-12-26,"Strada Iurie Nistor, Lunca Cetatuii, 768183",0724 146 477,06:51:11:e0:1a:b0,161.216.193.226,RO11RIVV2672012605011737,2025-05-12 12:42:26,8342,13,236,399521,bbbd4e70-d33f-4b83-93db-f0a81e9e6914
Leordean Marin,leordeanmarin,leordeanmarin@post.ro,2760706176858,1958-05-22,"Soseaua Petrișor Mocanu Nr. 854, Talmaciu, 227246",0771 726 823,c3:b0:6c:52:a9:31,107.194.63.90,RO14SKFC8456745835302554,2025-05-12 12:42:26,34597,926,146,1802266,898abe8c-5929-466e-a6a5-cc503341075e
Martin Diaconu,martindiaconu,martindiaconu@email.ro,4080704302875,2013-06-11,"Soseaua Stoica Nr. 390, Medgidia, 254398",0711 499 047,8d:9f:c8:10:63:6e,54.148.132.138,RO77AURT8997859174455980,2025-05-12 12:42:26,32493,396,432,770492,6956d96f-13ef-4be2-a43e-5c799192bfe6
Emanoil Ionescu,emanoilionescu,emanoilionescu@acasa.ro,7251025456331,1972-08-27,"Aleea Tomescu Nr. 84, Piatra-Neamt, 375992",0251 376 702,96:22:c5:82:30:30,68.94.58.198,RO87XNGQ1481197049682335,2025-05-12 12:42:26,5941,256,86,1159038,a5b0890f-e56f-45c0-a81c-ff92c7567372
Monalisa Pușcașu,monalisapușcașu,monalisapușcașu@gmail.com,3900228403154,1926-12-22,"Drumul Florea Nr. 76 Bl. 36  Sc. 78 Ap. 765, Bacau, 341654",0721 643 462,e0:ac:d7:46:df:56,103.49.5.246,RO35GDGG3606647246182302,2025-05-12 12:42:26,16902,258,100,891996,854b3247-0d58-4baf-8974-7de01c1bac18
Nadia Ioniță,nadiaioniță,nadiaioniță@gmail.com,7980423416057,1949-08-13,"Strada Albu Nr. 711, Ploiesti, 908279",0784 588 944,b1:73:3c:0f:58:4b,140.1.227.59,RO45ERGX1855232797841992,2025-05-12 12:42:26,9246,145,215,126048,beac3a88-5d5f-4bd2-8880-3d1320fe9258
Monalisa Ioniță,monalisaioniță,monalisaioniță@141.ro,4031030081341,2023-07-05,"Aleea Pop Nr. 789 Bl. 12  Sc. 99 Ap. 185, Curcani, 876567",0254 809 441,19:2f:60:6d:fc:b2,210.141.195.169,RO55IDVG1884970255352723,2025-05-12 12:42:26,35792,496,314,495846,fa7ee38f-9eab-4a6e-b6e2-33fc7e29e81e
Olga Gheorghiu,olgagheorghiu,olgagheorghiu@acasa.ro,5740526105620,2023-04-19,"Bulevardul Alexandrina Tudor, 1 Decembrie, 264598",0748 027 808,62:80:cf:c4:88:7b,82.251.156.206,RO36LZGN6954649588239418,2025-05-12 12:42:26,26866,251,546,215993,d331f108-5866-4e70-b2a3-c1e3b16c6c93
Albertina Ababei,albertinaababei,albertinaababei@post.ro,3100421347495,1965-04-05,"Soseaua Octav Nemeș Nr. 828 Bl. 19  Sc. 61 Ap. 380, Barlad, 878701",0246 246 074,eb:b0:5d:6a:06:e1,162.79.0.31,RO83LBPQ1397391310049629,2025-05-12 12:42:26,4164,701,179,1160972,0d75b589-52a6-45c3-80d2-81077291556d
Liviu Nemeș,liviunemeș,liviunemeș@acasa.ro,1860923419823,2021-11-21,"Aleea Albu, Zimnicea, 495541",0245 959 227,aa:63:89:df:10:3b,209.37.87.162,RO32MPED4139108287341916,2025-05-12 12:42:26,6070,672,527,227941,c06bcd1e-8df8-46a7-bca0-84b4d45ef214
Sorina Nistor,sorinanistor,sorinanistor@zzup.ro,6380325528628,2000-06-21,"Strada Estera Aanei Nr. 31, Constanta, 896791",0762 261 992,bf:e8:0c:64:78:d4,124.110.92.113,RO08CYHT0944418484248475,2025-05-12 12:42:26,7639,606,516,279860,4df512bb-0edb-4d9c-8804-c822e849506c
Teofil Stoica,teofilstoica,teofilstoica@141.ro,1410627019503,1951-09-21,"Soseaua Stănescu Nr. 729, Vladimirescu, 350887",0757 643 208,99:9f:40:cb:ca:82,7.209.77.49,RO81MOJV7331000537278233,2025-05-12 12:42:26,1019,721,723,1285775,11741422-2665-47df-b990-3e34511579a1
Marcheta Barbu,marchetabarbu,marchetabarbu@kappa.ro,7591028022959,1979-05-18,"Soseaua Albu Nr. 21 Bl. 88  Sc. 95 Ap. 706, Domnesti, 357999",0726 684 825,6d:09:f4:3e:22:67,187.136.138.118,RO84IPLD2755660262896449,2025-05-12 12:42:26,2316,950,792,19276,51f9e5e6-54a9-4ded-8bdf-52ef23ca4474
Clementina Aanei,clementinaaanei,clementinaaanei@email.ro,5600701225930,2014-06-13,"Bulevardul Suciu, Barlad, 161791",0753 015 762,dd:dd:a7:60:de:c8,13.193.1.20,RO71KWQN5610805302419019,2025-05-12 12:42:26,25676,741,652,1624872,145bfb26-d840-4d36-b1a9-c73d35611a86
Basarab Florea,basarabflorea,basarabflorea@kappa.ro,4880117514851,1910-03-25,"Intrarea Visarion Mazilescu Nr. 17, Tuzla, 435222",0243 841 313,70:0e:ee:8c:f3:18,17.157.152.214,RO23ZDWA4730496488751854,2025-05-12 12:42:26,15229,820,161,229570,0c429d1f-905c-4560-9dba-2193f9f47f66
Georgeta Mazilescu,georgetamazilescu,georgetamazilescu@kappa.ro,7631222075166,1935-02-26,"Drumul Florea, Aiud, 645006",0256 252 656,4e:43:9a:60:c2:c2,19.136.38.209,RO38COHU2885619186712261,2025-05-12 12:42:26,6600,974,305,730959,77528539-f717-4730-b86d-abb0ac0c9166
Teona Tudor,teonatudor,teonatudor@141.ro,3101203264922,1986-10-29,"Drumul Nicodim Stancu Nr. 68 Bl. 50  Sc. 82 Ap. 533, Cernavoda, 759780",0761 384 075,6c:bb:ec:cf:7e:db,47.68.87.165,RO23RUCC2919810803316528,2025-05-12 12:42:26,22822,24,457,1679554,bd1864d0-7138-497e-9acc-bc1537b06c94
Iurie Niță,iurieniță,iurieniță@acasa.ro,2240803468767,1972-08-03,"Soseaua Georgeta Popa, Valenii de Munte, 388601",0245 963 910,03:85:4d:b5:27:58,135.202.39.154,RO98TPYY7268037670832985,2025-05-12 12:42:26,29710,45,178,44777,d19b57d7-03fd-4ebc-9e26-e00be5d1b7df
Camil Ene,camilene,camilene@email.ro,2730516289648,1924-05-14,"Drumul Loredana Tabacu, Satu Mare, 475564",0753 877 314,fa:d2:13:06:c9:62,50.97.249.11,RO18MOGK9239986337747425,2025-05-12 12:42:26,15959,229,296,1031442,a930b3fb-3c2d-4a1e-b7d1-044ea04860d2
Teodor Nemeș,teodornemeș,teodornemeș@141.ro,5350318354144,1979-06-11,"Bulevardul Tabacu Nr. 44, Urlati, 469159",0741 230 111,e8:48:85:13:72:53,37.224.106.14,RO45WLRY5667877744073254,2025-05-12 12:42:26,20915,83,782,515754,b546bfa2-3285-47db-a0db-ec46734fb4db
Georgiana Ioniță,georgianaioniță,georgianaioniță@zzup.ro,3520630358955,1922-11-26,"Soseaua Dumitrescu Nr. 39 Bl. 58  Sc. 69 Ap. 516, Diosig, 258392",0738 202 966,ce:c3:30:52:17:01,39.157.57.18,RO07OSFM4169879073019105,2025-05-12 12:42:26,30405,306,497,1328142,b859bef8-f706-4a45-974e-57286f1d3dca
Florea Stănescu,floreastănescu,floreastănescu@kappa.ro,7380711301795,2000-05-05,"Strada Cristea Nr. 604, Viseu de Sus, 469972",0253 342 607,f1:1c:f9:cb:3b:37,97.195.155.55,RO28ESGV6693707831176563,2025-05-12 12:42:26,18055,104,342,1851705,6d983d26-f457-425b-907f-80a060d1df7e
Oana Diaconescu,oanadiaconescu,oanadiaconescu@141.ro,6230908427324,1948-11-02,"Drumul Albu, Fieni, 464563",0264 059 496,48:60:5b:0a:9e:8a,155.21.44.37,RO21FPAT7142663257981744,2025-05-12 12:42:26,35441,115,755,1976211,0fd7d589-2502-4096-a494-f00556db6183
Ionela Pușcașu,ionelapușcașu,ionelapușcașu@gmail.com,2580315290583,1952-02-04,"Soseaua Dumitrescu Nr. 23 Bl. 51  Sc. 60 Ap. 644, Motatei, 598517",0724 265 518,2d:d4:54:01:49:a8,83.38.4.180,RO07BXMO9233595865100165,2025-05-12 12:42:26,9480,67,31,1625742,2450153f-2694-49e9-929a-a5683b1e4c6a
Tincuța Preda,tincuțapreda,tincuțapreda@gmail.com,4860813428518,1991-06-06,"Drumul Ioniță Nr. 613 Bl. 31  Sc. 88 Ap. 611, Sannicolau Mare, 483032",0236 813 972,24:e5:e0:ef:86:33,24.76.5.219,RO38ZTZW7947227693206068,2025-05-12 12:42:26,10629,634,83,1051752,c818f001-a5d9-42de-98e7-628d52c24a09
Maxim Preda,maximpreda,maximpreda@acasa.ro,1540713046751,1930-09-13,"Intrarea Popa Nr. 604, Paunesti, 257373",0244 831 117,e7:62:82:cf:f5:a8,82.86.25.209,RO87HNXH9373620935573147,2025-05-12 12:42:26,22724,197,114,30768,3042962c-69cf-4ea5-b17f-7004df0a9f29
Cosmin Popa,cosminpopa,cosminpopa@email.ro,1160712017100,2024-02-22,"Aleea Popescu Nr. 483, Matca, 516353",0263 915 172,8c:b6:93:35:d1:cf,185.4.113.203,RO89EHLQ8162298875368765,2025-05-12 12:42:26,18946,293,400,689622,64052560-1262-4e7c-aa6b-c8ee617614fd
Albertina Stoica,albertinastoica,albertinastoica@email.ro,1850116346687,1954-09-08,"Drumul Tomescu Nr. 894, Moisei, 940025",0725 497 771,68:78:2d:e0:75:57,98.11.154.168,RO87ELGV7404389515775174,2025-05-12 12:42:26,3550,420,128,1435057,155d9999-fce5-4d5d-9a0f-d4529f7c6ed0
Narcisa Cristea,narcisacristea,narcisacristea@email.ro,3571005332439,1925-08-18,"Aleea Oprea Nr. 522 Bl. 81  Sc. 93 Ap. 178, Curtici, 505596",0234 009 186,5b:91:79:78:ce:47,45.55.174.118,RO89SRRB7814154360008522,2025-05-12 12:42:26,26543,275,651,1346836,6d95e927-4925-4060-851e-f8312adc1c6e
Diana Ioniță,dianaioniță,dianaioniță@zzup.ro,7140919372847,1950-07-31,"Aleea Popa Nr. 327, Cajvana, 113663",0760 941 292,4f:b5:31:c5:f6:80,66.249.32.71,RO07JXSY0130482823849646,2025-05-12 12:42:26,35959,282,286,1116443,36ec19dd-da68-4ede-b732-c4067665fd68
Fabia Gheorghiu,fabiagheorghiu,fabiagheorghiu@post.ro,5330628190745,1946-12-18,"Soseaua Luana Georgescu Nr. 430 Bl. 74  Sc. 98 Ap. 299, Petrosani, 143009",0232 959 395,63:91:4e:6b:80:3a,135.175.7.39,RO96LKWS2706572963736987,2025-05-12 12:42:26,26586,6,530,1481335,ff4eea31-c82a-4cb6-bdd5-3c96c0abc8ed
Violeta Preda,violetapreda,violetapreda@post.ro,1420626158586,1970-12-14,"Strada Pușcașu, Beclean, 768773",0238 701 467,21:aa:8c:8a:f7:e4,48.145.215.72,RO30NLOP6950641844699501,2025-05-12 12:42:26,22189,325,247,1764848,91cd8488-b6ef-4b94-b437-ca0550103ce3
Raul Stancu,raulstancu,raulstancu@email.ro,8930923308007,2008-01-29,"Soseaua Oprea, Roseti, 611285",0248 552 375,e9:8a:06:a9:05:24,196.232.34.235,RO44QOBW7497553801909960,2025-05-12 12:42:26,13316,568,442,1950010,e156cd13-f1ca-4499-94af-13f1af8a739c
Severina Dochioiu,severinadochioiu,severinadochioiu@post.ro,3990615293851,1949-05-19,"Strada Gheorghiu Nr. 47 Bl. 87  Sc. 78 Ap. 793, Ianca, 830416",0238 504 121,e9:b7:f3:04:36:b3,161.23.218.190,RO69FZHV3655232805407778,2025-05-12 12:42:26,35024,317,478,775565,53566179-418e-49a1-a85e-166542a692ea
Eduard Niță,eduardniță,eduardniță@zzup.ro,3380613096125,1980-03-28,"Bulevardul Dima Nr. 86 Bl. 23  Sc. 32 Ap. 683, Tunari, 824221",0251 802 018,f0:84:99:f7:7a:92,27.198.110.118,RO60RAIK4807919320300582,2025-05-12 12:42:26,14033,119,718,279972,a1204101-d042-4b88-84ac-69f0c55e55a3
Nelu Gheorghiu,nelugheorghiu,nelugheorghiu@141.ro,8730614309395,1991-12-20,"Drumul Stanca Pușcașu Nr. 789, Dej, 746208",0757 923 216,41:57:bd:41:30:ea,12.7.223.152,RO02TBOO9280608105921345,2025-05-12 12:42:26,21237,72,58,209214,48cd9d47-78d9-43a4-bd7c-7bf1eb254b36
Tania Nistor,tanianistor,tanianistor@email.ro,1040629102414,1992-04-10,"Intrarea Ababei, Medgidia, 100382",0237 398 657,51:a4:fb:dd:5c:0d,118.175.173.159,RO35NCDX2219697717712131,2025-05-12 12:42:26,5604,175,800,25063,89c1cfb1-13f8-44a5-b180-bcad32ec5e8e
Emilian Dobre,emiliandobre,emiliandobre@post.ro,3450120404037,2009-11-07,"Bulevardul Gabi Nistor, Negresti-Oas, 419213",0785 118 894,2d:28:02:12:c3:91,222.214.199.92,RO34DAKK0911472873783021,2025-05-12 12:42:26,15868,519,335,815277,2febe70c-d2eb-44a8-8d8b-db1782c3fee8
Cipriana Ionescu,ciprianaionescu,ciprianaionescu@zzup.ro,4910129408793,1918-01-29,"Drumul Voinea Nr. 217 Bl. 56  Sc. 88 Ap. 543, Campia Turzii, 232026",0238 645 105,c8:5e:24:3c:bb:28,83.237.70.66,RO86YWZQ9946141359684533,2025-05-12 12:42:26,7259,249,591,486444,8fa42098-c102-49fa-bd99-d3ed63a80004
Ciprian Niță,ciprianniță,ciprianniță@gmail.com,6800431231762,1935-05-19,"Aleea Alex Ardelean, Caracal, 866881",0736 137 915,97:df:42:17:2e:59,43.236.151.220,RO41HZNQ6259164092686789,2025-05-12 12:42:26,7156,669,332,1291093,f4285e14-f1d0-4559-9a37-104ef8bca98f
Anghelina Diaconescu,anghelinadiaconescu,anghelinadiaconescu@acasa.ro,4830522158070,1976-12-13,"Soseaua Cristea Nr. 31 Bl. 98  Sc. 66 Ap. 455, Branesti, 349215",0762 472 242,8b:52:80:3c:78:4f,37.167.63.50,RO80PTPA2054397862622879,2025-05-12 12:42:26,15092,194,699,722408,43041162-cafc-43e5-a37c-063f13839ba4
Valentin Albu,valentinalbu,valentinalbu@zzup.ro,1670201218500,1964-03-01,"Strada Violeta Diaconu, Turnu Magurele, 924667",0739 779 202,69:3a:6f:30:e6:97,59.248.211.194,RO90MWFQ4056564746052849,2025-05-12 12:42:26,28664,419,292,938584,f9e16b53-3904-4c15-9b49-f32b57fb2029
Jan Ardelean,janardelean,janardelean@141.ro,5650429124355,1967-04-01,"Drumul Gina Dumitrescu Nr. 61, Carei, 755549",0758 370 296,40:54:a4:e5:72:41,176.213.46.71,RO40QHPF7758413055344568,2025-05-12 12:42:26,12290,975,709,1121034,9b7d785a-2072-4100-9ce4-f03edddcc986
Mihail Nistor,mihailnistor,mihailnistor@zzup.ro,1040727516837,1949-03-28,"Bulevardul Ardelean, Targu Mures, 481059",0785 315 650,64:b3:14:b8:38:bf,44.55.27.92,RO86KKTV0073161556674278,2025-05-12 12:42:26,24823,147,185,534393,5ca70ce8-b47e-4b8d-af92-256bf8f5f576
Marcu Preda,marcupreda,marcupreda@email.ro,2600119265112,1930-07-17,"Soseaua Popa Nr. 737 Bl. 15  Sc. 40 Ap. 294, Orsova, 975000",0751 765 300,ee:91:b8:f1:b7:88,11.92.10.222,RO49CLZB5776814356802371,2025-05-12 12:42:26,31411,909,606,602477,8c77018a-67d5-4111-a4ec-95e4ade7993d
Pompilia Tomescu,pompiliatomescu,pompiliatomescu@acasa.ro,3030625441401,2004-07-29,"Bulevardul Mazilescu Nr. 508 Bl. 99  Sc. 68 Ap. 979, Caracal, 452101",0770 336 437,c4:5c:41:fc:6b:73,117.132.36.243,RO38MUJR4205333185157431,2025-05-12 12:42:26,8790,416,513,250776,82b64e61-1d1b-4e8d-8aa5-bb587e9b40f3
Eftimie Aanei,eftimieaanei,eftimieaanei@gmail.com,4550120116331,2019-02-19,"Drumul Barbu Nr. 50, Moldova Veche, 287163",0253 909 150,fa:40:ec:56:b6:ce,47.188.20.233,RO50YVAC4966096570151748,2025-05-12 12:42:26,31528,611,317,1687172,ff1e8d19-3a84-4207-8389-808f34a0b084
Titus Stancu,titusstancu,titusstancu@email.ro,2171026326953,1987-09-01,"Bulevardul Marin Nr. 296, Zimnicea, 150236",0765 937 084,b2:46:50:c9:f6:63,7.128.125.227,RO87LIQU3696432204151052,2025-05-12 12:42:26,11006,308,728,1877413,545a2e5f-5981-4864-b601-d860312334a3
Ieremia Preda,ieremiapreda,ieremiapreda@post.ro,4490605452174,2009-06-01,"Bulevardul Manole, Peris, 990619",0727 463 050,ac:19:66:60:70:9f,126.189.8.10,RO93SKEV4444480100533281,2025-05-12 12:42:26,31252,416,357,1438168,12bcb9b9-ce3c-4957-a056-1cea4caa4101
Andreea Stoica,andreeastoica,andreeastoica@zzup.ro,1691013064579,1949-07-04,"Bulevardul Diaconescu Nr. 615, Homocea, 716828",0772 536 575,30:a9:4b:f5:e7:48,191.209.45.41,RO46OGEV4070441769608941,2025-05-12 12:42:26,17475,201,452,974281,d3810748-c08e-4d1a-b479-bf33414d584d
Letiția Tomescu,letițiatomescu,letițiatomescu@email.ro,6240515392920,1999-11-09,"Aleea Toma, Jilava, 247128",0247 012 319,a5:b0:b0:d4:05:a4,13.144.199.246,RO02KZZE3459395183119060,2025-05-12 12:42:26,6407,982,371,838535,68be0a21-ed55-4f47-bac6-318d0eb08be0
Amanda Diaconescu,amandadiaconescu,amandadiaconescu@email.ro,4390319250656,1958-02-17,"Aleea Dumitrescu Nr. 73, Greci, 799583",0248 285 912,db:9c:28:7e:2e:74,149.196.229.123,RO14FJXO0382309607703461,2025-05-12 12:42:26,7189,337,557,112426,61168e8c-ec6a-4985-ba2e-975df414a392
Eustațiu Dima,eustațiudima,eustațiudima@zzup.ro,3961118078149,1979-03-06,"Intrarea Cristea Nr. 584, Valu lui Traian, 926857",0747 882 592,25:6d:2b:c2:be:24,181.171.13.169,RO24THXO5898749471694961,2025-05-12 12:42:26,24746,372,154,777959,6c9fd5a4-96d3-4f4c-8859-e8131587f8ec
Dafina Mocanu,dafinamocanu,dafinamocanu@post.ro,7081010095579,1968-02-20,"Strada Iridenta Popa Nr. 311, Lupeni, 461020",0242 096 621,91:d9:11:36:a6:fc,107.207.239.131,RO59SPHP5973009223411191,2025-05-12 12:42:26,17650,265,687,1731875,8498b6df-dfeb-4801-bdab-281f616a6c03
Oliviu Dima,oliviudima,oliviudima@kappa.ro,3280828045506,1910-02-05,"Aleea Pușcașu Nr. 776 Bl. 44  Sc. 67 Ap. 941, Avrig, 850605",0725 218 203,65:b2:15:92:12:b1,33.148.189.222,RO12YOVI3869580272988468,2025-05-12 12:42:26,22257,909,195,36501,7237f20e-cced-4f19-9e3d-2339658e38a7
Narcis Popescu,narcispopescu,narcispopescu@141.ro,2191217113688,2010-03-07,"Strada Ene, Segarcea, 859190",0780 076 803,94:16:26:85:71:c5,120.80.57.106,RO57TEPZ4748033679427755,2025-05-12 12:42:26,26810,333,316,1305474,52d739d9-4b5d-40e9-b71b-75eef6a34fd5
Alida Diaconu,alidadiaconu,alidadiaconu@141.ro,8400222060497,1937-05-17,"Soseaua Tomescu, Braila, 105654",0252 210 480,30:95:63:ee:d0:48,185.120.3.106,RO90FGHH4048111204810956,2025-05-12 12:42:26,9908,77,57,1018528,4eac336b-1356-4f44-a0e4-407a54a3e30d
Lavinia Stănescu,laviniastănescu,laviniastănescu@email.ro,2020411321767,1927-10-28,"Intrarea Nistor Nr. 203, Pechea, 479134",0786 595 495,b2:aa:d0:9b:17:74,175.115.230.80,RO19YDNV2578728393712301,2025-05-12 12:42:26,16389,757,680,1307697,741d7067-b9c1-4638-8eb8-56fab2e7a9e3
Narcisa Diaconu,narcisadiaconu,narcisadiaconu@email.ro,6001129262323,1983-05-07,"Aleea Tabacu Nr. 85 Bl. 13  Sc. 92 Ap. 674, Fetesti-Gara, 923041",0740 835 097,84:4a:e4:37:96:1e,179.175.74.39,RO11OIQL5911851830430239,2025-05-12 12:42:26,2854,78,608,774848,3d70fdc5-48ed-4431-b062-e68380f6da5c
Andra Ionescu,andraionescu,andraionescu@post.ro,5220317043615,1936-02-04,"Aleea Pop Nr. 494, Tunari, 838069",021 671 4818,9a:a4:22:d5:a2:7d,34.49.214.141,RO60KRSF8834385690028637,2025-05-12 12:42:26,13226,80,679,1102995,e702c7f6-a2c5-410b-b331-9816c11a65ef
Monalisa Stan,monalisastan,monalisastan@email.ro,4110811341979,1969-05-06,"Aleea Eftimie Nr. 167, Comanesti, 185017",0772 214 145,1e:7d:74:49:90:d2,183.116.151.239,RO21RLVR5213120248829366,2025-05-12 12:42:26,17807,316,146,1838842,7f818962-237f-4bdb-a5dc-585d590944f9
Petru Cristea,petrucristea,petrucristea@post.ro,2010427277923,1941-05-18,"Intrarea Popa Nr. 53 Bl. 62  Sc. 62 Ap. 604, Macin, 538726",0250 757 196,d4:7a:09:59:4d:ff,93.18.157.131,RO68DAHR9876684903915540,2025-05-12 12:42:26,14961,62,4,161266,bb21d6a5-4ded-48de-9398-95d70bc724ec
Sofia Aanei,sofiaaanei,sofiaaanei@gmail.com,4920913229341,1968-11-19,"Aleea Dafina Manole Nr. 73 Bl. 45  Sc. 62 Ap. 608, Aiud, 148320",0237 698 019,aa:96:2a:9b:4d:7c,197.159.178.8,RO14VWRP0278023725507421,2025-05-12 12:42:26,31012,609,40,1193928,f67d08fa-edb1-48e2-b6f8-71d639a59321
Vanesa Georgescu,vanesageorgescu,vanesageorgescu@gmail.com,5130620209332,1987-06-11,"Soseaua Eva Manole Nr. 572, Poienile de sub Munte, 147585",0235 101 771,39:a9:a0:45:9d:8a,37.140.208.19,RO35SOWJ4391159690715012,2025-05-12 12:42:26,12452,115,741,821877,17d333ff-23dd-4b9b-9d48-1d278def5fde
Iustinian Ioniță,iustinianioniță,iustinianioniță@post.ro,6251023175317,2006-04-24,"Intrarea Toma, Curtea de Arges, 605078",0767 054 701,0f:89:19:43:92:67,204.233.52.93,RO16DHAJ9985670217200610,2025-05-12 12:42:26,3610,516,529,1014071,4f7b949c-4635-48bc-87b7-1ce2ed656c35
Valentin Stan,valentinstan,valentinstan@email.ro,1801115348709,1983-03-20,"Bulevardul Manole Nr. 394, Sovata, 997676",0236 765 408,06:81:d5:4b:1c:c3,14.248.201.125,RO85QVJV3093397703626185,2025-05-12 12:42:26,182,816,106,1944687,452bcb56-7586-403f-82de-418f9ab59055
Anghelina Dumitrescu,anghelinadumitrescu,anghelinadumitrescu@kappa.ro,3150911513421,1912-09-02,"Aleea Nistor Nr. 598, Comanesti, 983928",0232 542 533,4b:95:73:2b:84:28,185.152.83.213,RO61YYYT6397478202934414,2025-05-12 12:42:26,30697,759,169,1494098,2c6831a2-b7f6-4986-885d-8a90a9abf41e
Isabela Pușcașu,isabelapușcașu,isabelapușcașu@zzup.ro,1600630038072,2005-05-04,"Aleea Toma Nr. 49 Bl. 69  Sc. 16 Ap. 236, Remetea, 585549",0737 850 725,7c:ec:33:69:d9:66,46.170.116.129,RO36YGFG3223375132333169,2025-05-12 12:42:26,15499,587,94,736828,a9702b5c-5adb-45e9-8390-92be9b552397
Caterina Toma,caterinatoma,caterinatoma@acasa.ro,1990703261554,1928-04-12,"Drumul Teodora Dima Nr. 945 Bl. 56  Sc. 30 Ap. 999, Baraolt, 453255",0754 941 826,96:1d:ae:b2:92:21,17.28.199.204,RO94OZPV1230068469788863,2025-05-12 12:42:26,11069,844,300,647697,665ad08e-8006-48db-a352-e0b5617289b5
Teodor Voinea,teodorvoinea,teodorvoinea@post.ro,3770606410407,1919-08-11,"Soseaua Popa, Negresti, 351232",0257 349 330,eb:ab:43:7a:6d:0f,38.131.36.79,RO96GGDC0989233440377642,2025-05-12 12:42:26,34919,182,518,801518,c889e9fe-8086-4b8d-b381-8c84d3072572
Vlad Eftimie,vladeftimie,vladeftimie@zzup.ro,2340109220501,1943-12-19,"Drumul Tomescu, Lupeni, 537846",0784 208 190,89:2b:52:ff:6b:50,36.73.98.105,RO45PGCD2561872036235982,2025-05-12 12:42:26,8902,62,432,1001639,974cefb8-eec6-42fd-b9fd-7a1d97996223
Julieta Georgescu,julietageorgescu,julietageorgescu@acasa.ro,7250220178232,1975-09-06,"Soseaua Aristide Diaconescu Nr. 29 Bl. 34  Sc. 57 Ap. 443, Vatra Dornei, 188384",0235 519 935,b7:28:c5:25:70:52,113.8.26.205,RO15WJPO9735988269407584,2025-05-12 12:42:26,28669,619,768,931636,89fd26ed-fdc2-45a9-ae99-bb7b9dab265b
Julia Manole,juliamanole,juliamanole@gmail.com,5110411085485,2013-11-24,"Aleea Dobre Nr. 338, Teius, 386786",0731 327 435,23:06:56:d0:56:ff,32.87.207.48,RO68JQIU0745199203976856,2025-05-12 12:42:26,6886,667,241,813449,5da1d1dc-6c59-43cb-9fab-68f07ccdd56b
Geta Florea,getaflorea,getaflorea@kappa.ro,5860621187342,2020-04-09,"Bulevardul Dumitrescu Nr. 811, Drobeta-Turnu Severin, 707806",0743 968 585,58:1c:9a:75:3a:ea,119.226.213.22,RO43CHBU7125613657942372,2025-05-12 12:42:26,21810,840,341,92243,6ec0f77a-6409-4d73-84e1-4125bcfd15b8
Betina Florea,betinaflorea,betinaflorea@zzup.ro,7290804318734,1911-12-08,"Strada Popa Nr. 159 Bl. 84  Sc. 28 Ap. 926, Harlau, 997342",0254 043 150,6b:ef:f8:39:ee:95,92.40.203.207,RO72LTJW6073800943007754,2025-05-12 12:42:26,5498,823,681,1489907,31110a5f-f6ec-4a99-9c9e-813009037586
David Tomescu,davidtomescu,davidtomescu@kappa.ro,4360718444580,1973-10-15,"Aleea Dumitrescu Nr. 86, Vicovu de Sus, 539385",0780 069 228,4a:73:50:38:3c:c2,71.99.200.187,RO39CGQJ7386796465258767,2025-05-12 12:42:26,25705,207,412,637062,66750341-5251-43d0-8e1c-da1402da0849
